Buy Price (Avg Price ($/kWh) from energyonline.com),Sell Price (Avg Price ($/kWh) from energyonline.com),Emissions (lb CO2e/kWh) from beyondefficiency,Demand Charge
-1.69E-02,-1.35E-02,0.38207011,14.71
-1.38E-02,-1.10E-02,0.393753025,14.71
0.00E+00,0.00E+00,0.408755037,14.71
0.00E+00,0.00E+00,0.424175425,14.71
0.00E+00,0.00E+00,0.427333698,14.71
-1.01E-02,-8.08E-03,0.421309623,14.71
-5.60E-03,-4.48E-03,0.389131577,14.71
0.00E+00,0.00E+00,0.387703607,14.71
1.25E-02,1.00E-02,0.397824738,14.71
2.10E-02,1.68E-02,0.383305093,14.71
3.78E-02,3.02E-02,0.40865163,14.71
2.32E-02,1.86E-02,0.431813415,14.71
2.49E-02,1.99E-02,0.424404792,14.71
2.47E-02,1.98E-02,0.410449232,14.71
2.30E-02,1.84E-02,0.42396886,14.71
2.07E-02,1.66E-02,0.420587444,14.71
1.90E-02,1.52E-02,0.429408366,14.71
2.32E-02,1.86E-02,0.423621643,14.71
2.11E-02,1.69E-02,0.385106063,14.71
1.90E-02,1.52E-02,0.392957241,14.71
9.93E-01,7.94E-01,0.366347942,14.71
5.51E-02,4.41E-02,0.364843232,14.71
1.90E-02,1.52E-02,0.365117308,14.71
1.60E-02,1.28E-02,0.371764761,14.71
1.64E-02,1.31E-02,0.372629565,14.71
1.41E-02,1.13E-02,0.41131616,14.71
1.53E-02,1.22E-02,0.474362691,14.71
1.41E-02,1.13E-02,0.479478999,14.71
1.74E-02,1.39E-02,0.466273243,14.71
1.92E-02,1.54E-02,0.450457165,14.71
1.80E-02,1.44E-02,0.443186147,14.71
2.24E-02,1.79E-02,0.446172813,14.71
2.49E-02,1.99E-02,0.421078254,14.71
4.66E-02,3.73E-02,0.435869625,14.71
4.69E-02,3.75E-02,0.406867357,14.71
4.10E-02,3.28E-02,0.415384064,14.71
4.28E-02,3.42E-02,0.407481616,14.71
2.28E-02,1.82E-02,0.419820977,14.71
2.92E-02,2.34E-02,0.434379821,14.71
3.06E-02,2.45E-02,0.410860213,14.71
2.10E-02,1.68E-02,0.40031953,14.71
1.82E-02,1.46E-02,0.409912915,14.71
2.02E-02,1.62E-02,0.388392683,14.71
1.96E-02,1.57E-02,0.374524633,14.71
2.47E-02,1.98E-02,0.338784278,14.71
3.59E-02,2.87E-02,0.325164536,14.71
2.00E-02,1.60E-02,0.345206353,14.71
1.85E-02,1.48E-02,0.335160723,14.71
1.87E-02,1.50E-02,0.33017132,14.71
1.87E-02,1.50E-02,0.34512234,14.71
1.94E-02,1.55E-02,0.348156129,14.71
1.42E-02,1.14E-02,0.31881698,14.71
1.78E-02,1.42E-02,0.311147981,14.71
1.80E-02,1.44E-02,0.288237329,14.71
1.95E-02,1.56E-02,0.301270994,14.71
1.90E-02,1.52E-02,0.289534342,14.71
2.89E-02,2.31E-02,0.285281301,14.71
2.48E-02,1.98E-02,0.293696524,14.71
5.37E-02,4.30E-02,0.300367494,14.71
2.45E-02,1.96E-02,0.319327978,14.71
2.42E-02,1.94E-02,0.323375054,14.71
2.10E-02,1.68E-02,0.343854589,14.71
2.10E-02,1.68E-02,0.370439332,14.71
2.15E-02,1.72E-02,0.355453532,14.71
2.16E-02,1.73E-02,0.369456976,14.71
2.44E-02,1.95E-02,0.380701765,14.71
1.74E-02,1.39E-02,0.366653966,14.71
1.66E-02,1.33E-02,0.358515399,14.71
2.09E-02,1.67E-02,0.315611156,14.71
2.99E-02,2.39E-02,0.280167135,14.71
1.58E-02,1.26E-02,0.269394475,14.71
9.84E-03,7.87E-03,0.264144247,14.71
3.93E-02,3.14E-02,0.267790492,14.71
2.04E-02,1.63E-02,0.260525767,14.71
1.78E-02,1.42E-02,0.267358342,14.71
1.16E-05,9.28E-06,0.25563486,14.71
1.19E-05,9.52E-06,0.257193508,14.71
1.56E-02,1.25E-02,0.250902231,14.71
4.71E-02,3.77E-02,0.25141337,14.71
2.06E-02,1.65E-02,0.242534906,14.71
1.00E+00,8.00E-01,0.244173734,14.71
5.10E-02,4.08E-02,0.246605098,14.71
3.11E-02,2.49E-02,0.250207043,14.71
2.26E-02,1.81E-02,0.26668951,14.71
2.48E-02,1.98E-02,0.289128972,14.71
1.03E-02,8.24E-03,0.319555542,14.71
1.94E-02,1.55E-02,0.355644797,14.71
1.99E-02,1.59E-02,0.355726384,14.71
1.80E-02,1.44E-02,0.352597548,14.71
1.75E-02,1.40E-02,0.343226562,14.71
1.74E-02,1.39E-02,0.323708871,14.71
1.91E-02,1.53E-02,0.343010311,14.71
2.92E-02,2.34E-02,0.323073521,14.71
2.49E-02,1.99E-02,0.335351145,14.71
2.03E-02,1.62E-02,0.332018934,14.71
2.10E-02,1.68E-02,0.33790721,14.71
1.69E-02,1.35E-02,0.379377413,14.71
1.39E-02,1.11E-02,0.42175307,14.71
3.68E-03,2.94E-03,0.419869258,14.71
1.40E-02,1.12E-02,0.375903818,14.71
1.95E-02,1.56E-02,0.362544877,14.71
1.22E-02,9.76E-03,0.367172337,14.71
3.07E-03,2.46E-03,0.35568744,14.71
1.07E-05,8.56E-06,0.344949889,14.71
1.61E-02,1.29E-02,0.352724073,14.71
2.78E-02,2.22E-02,0.346332028,14.71
2.39E-02,1.91E-02,0.384408527,14.71
3.85E-02,3.08E-02,0.383268511,14.71
3.12E-02,2.50E-02,0.375639132,14.71
2.15E-02,1.72E-02,0.411306323,14.71
1.97E-02,1.58E-02,0.432400315,14.71
2.09E-02,1.67E-02,0.435576967,14.71
2.03E-02,1.62E-02,0.432591225,14.71
2.04E-02,1.63E-02,0.407557505,14.71
1.85E-02,1.48E-02,0.355935874,14.71
1.45E-02,1.16E-02,0.316193176,14.71
2.15E-02,1.72E-02,0.298108421,14.71
2.77E-02,2.22E-02,0.286700071,14.71
1.93E-02,1.54E-02,0.279111443,14.71
1.45E-02,1.16E-02,0.274388714,14.71
0.00E+00,0.00E+00,0.328697997,14.71
1.36E-02,1.09E-02,0.360188074,14.71
6.20E-03,4.96E-03,0.330777056,14.71
2.43E-03,1.94E-03,0.311719303,14.71
1.07E-05,8.56E-06,0.3161795,14.71
0.00E+00,0.00E+00,0.315532323,14.71
-1.73E-04,-1.38E-04,0.318070044,14.71
0.00E+00,0.00E+00,0.301218342,14.71
1.63E-02,1.30E-02,0.291184468,14.71
1.93E-02,1.54E-02,0.290111842,14.71
2.55E-02,2.04E-02,0.292198206,14.71
3.07E-02,2.46E-02,0.303969667,14.71
3.07E-02,2.46E-02,0.316659822,14.71
2.42E-02,1.94E-02,0.34301716,14.71
2.40E-02,1.92E-02,0.379580657,14.71
2.02E-02,1.62E-02,0.38004462,14.71
2.23E-02,1.78E-02,0.356772724,14.71
2.10E-02,1.68E-02,0.331613723,14.71
2.06E-02,1.65E-02,0.314331373,14.71
1.98E-02,1.58E-02,0.310339292,14.71
2.46E-02,1.97E-02,0.28541328,14.71
9.97E-01,7.98E-01,0.307252383,14.71
1.55E-02,1.24E-02,0.301021314,14.71
4.20E-04,3.36E-04,0.290997898,14.71
1.37E-02,1.10E-02,0.292620019,14.71
1.87E-03,1.50E-03,0.322897592,14.71
1.07E-03,8.56E-04,0.311663559,14.71
1.23E-02,9.84E-03,0.295457126,14.71
1.30E-02,1.04E-02,0.285951836,14.71
1.08E-02,8.64E-03,0.279456274,14.71
9.22E-03,7.38E-03,0.267991024,14.71
1.03E-02,8.24E-03,0.256391561,14.71
1.78E-02,1.42E-02,0.250925439,14.71
2.46E-02,1.97E-02,0.248592217,14.71
3.11E-02,2.49E-02,0.265404696,14.71
2.81E-02,2.25E-02,0.279477103,14.71
3.22E-02,2.58E-02,0.290522759,14.71
2.62E-02,2.10E-02,0.320386625,14.71
2.30E-02,1.84E-02,0.346938536,14.71
2.04E-02,1.63E-02,0.359043938,14.71
2.49E-02,1.99E-02,0.358071297,14.71
2.71E-02,2.17E-02,0.337306095,14.71
4.08E-02,3.26E-02,0.315742177,14.71
3.20E-02,2.56E-02,0.344296643,14.71
3.53E-02,2.82E-02,0.314238738,14.71
1.94E-02,1.55E-02,0.30370711,14.71
1.51E-02,1.21E-02,0.304442507,14.71
1.16E-05,9.28E-06,0.3270289,14.71
1.09E-03,8.72E-04,0.3354867,14.71
4.24E-04,3.39E-04,0.351153132,14.71
1.16E-02,9.28E-03,0.343319532,14.71
1.52E-02,1.22E-02,0.311180049,14.71
2.34E-02,1.87E-02,0.301200087,14.71
7.77E-03,6.22E-03,0.28211742,14.71
2.04E-02,1.63E-02,0.284611518,14.71
2.08E-02,1.66E-02,0.285505399,14.71
2.41E-02,1.93E-02,0.28348199,14.71
2.39E-02,1.91E-02,0.282045739,14.71
3.07E-02,2.46E-02,0.27777502,14.71
2.29E-02,1.83E-02,0.279533015,14.71
2.16E-02,1.73E-02,0.295267467,14.71
2.33E-02,1.86E-02,0.325437961,14.71
1.92E-02,1.54E-02,0.356841905,14.71
1.38E-02,1.10E-02,0.37786,14.71
1.58E-02,1.26E-02,0.363847441,14.71
1.91E-02,1.53E-02,0.340581218,14.71
1.50E-02,1.20E-02,0.324121653,14.71
2.13E-02,1.70E-02,0.323304214,14.71
3.05E-02,2.44E-02,0.301034731,14.71
1.61E-02,1.29E-02,0.290877245,14.71
1.57E-02,1.26E-02,0.28349689,14.71
1.90E-02,1.52E-02,0.271341202,14.71
2.24E-02,1.79E-02,0.321433922,14.71
1.51E-02,1.21E-02,0.306077417,14.71
1.42E-02,1.14E-02,0.299795601,14.71
1.90E-02,1.52E-02,0.287102728,14.71
1.72E-02,1.38E-02,0.285330575,14.71
0.00E+00,0.00E+00,0.27152425,14.71
1.41E-02,1.13E-02,0.274173589,14.71
1.73E-02,1.38E-02,0.273714717,14.71
1.82E-02,1.46E-02,0.24933442,14.71
2.59E-02,2.07E-02,0.260796848,14.71
3.17E-02,2.54E-02,0.265410634,14.71
5.98E-02,4.78E-02,0.270398563,14.71
3.51E-02,2.81E-02,0.291607772,14.71
2.22E-02,1.78E-02,0.338739821,14.71
2.20E-02,1.76E-02,0.382958962,14.71
2.18E-02,1.74E-02,0.370839291,14.71
2.31E-02,1.85E-02,0.400305159,14.71
2.04E-02,1.63E-02,0.410231239,14.71
1.52E-02,1.22E-02,0.422596635,14.71
6.55E-02,5.24E-02,0.367568596,14.71
3.11E-02,2.49E-02,0.33379842,14.71
2.00E-02,1.60E-02,0.321444483,14.71
1.78E-02,1.42E-02,0.30333293,14.71
9.64E-05,7.71E-05,0.296771775,14.71
1.69E-04,1.35E-04,0.316763373,14.71
2.48E-02,1.98E-02,0.328249232,14.71
0.00E+00,0.00E+00,0.287202232,14.71
0.00E+00,0.00E+00,0.26463397,14.71
-1.13E-04,-9.04E-05,0.239480131,14.71
-1.74E-02,-1.39E-02,0.231436233,14.71
-1.72E-02,-1.38E-02,0.231250248,14.71
1.03E-05,8.24E-06,0.226700678,14.71
2.39E-02,1.91E-02,0.226487407,14.71
4.39E-02,3.51E-02,0.223091044,14.71
2.51E-02,2.01E-02,0.227094722,14.71
5.47E-02,4.38E-02,0.244639869,14.71
2.39E-02,1.91E-02,0.273822223,14.71
2.64E-02,2.11E-02,0.336126173,14.71
3.10E-02,2.48E-02,0.402767485,14.71
2.91E-02,2.33E-02,0.399139894,14.71
2.29E-02,1.83E-02,0.406532191,14.71
2.23E-02,1.78E-02,0.378994813,14.71
1.91E-02,1.53E-02,0.351035158,14.71
2.60E-02,2.08E-02,0.329708453,14.71
2.93E-02,2.34E-02,0.310473112,14.71
2.62E-02,2.10E-02,0.304154115,14.71
2.13E-02,1.70E-02,0.292136079,14.71
3.02E-02,2.42E-02,0.28272047,14.71
1.88E-02,1.50E-02,0.285102419,14.71
1.57E-02,1.26E-02,0.283124806,14.71
1.40E-02,1.12E-02,0.238420561,14.71
1.25E-02,1.00E-02,0.217465002,14.71
1.42E-02,1.14E-02,0.220904887,14.71
0.00E+00,0.00E+00,0.215894226,14.71
0.00E+00,0.00E+00,0.218203827,14.71
1.45E-02,1.16E-02,0.221382994,14.71
1.94E-02,1.55E-02,0.223915211,14.71
3.22E-02,2.58E-02,0.233780382,14.71
2.50E-02,2.00E-02,0.244413103,14.71
2.47E-02,1.98E-02,0.272432796,14.71
1.84E-02,1.47E-02,0.303405762,14.71
2.04E-02,1.63E-02,0.385966531,14.71
1.68E-02,1.34E-02,0.431860316,14.71
1.95E-02,1.56E-02,0.440189505,14.71
1.90E-02,1.52E-02,0.425585941,14.71
1.92E-02,1.54E-02,0.416688713,14.71
1.54E-02,1.23E-02,0.363394656,14.71
1.94E-02,1.55E-02,0.344520683,14.71
3.81E-02,3.05E-02,0.349607317,14.71
1.60E-02,1.28E-02,0.350264996,14.71
-2.52E-03,-2.02E-03,0.354205979,14.71
1.29E-02,1.03E-02,0.363939088,14.71
1.02E-02,8.16E-03,0.38478672,14.71
1.44E-02,1.15E-02,0.425443859,14.71
1.33E-02,1.06E-02,0.403273568,14.71
5.93E-03,4.74E-03,0.348535416,14.71
1.12E-02,8.96E-03,0.327269651,14.71
-1.18E-05,-9.44E-06,0.334188439,14.71
1.61E-02,1.29E-02,0.34114169,14.71
1.29E-02,1.03E-02,0.341051212,14.71
1.46E-02,1.17E-02,0.345115799,14.71
2.13E-02,1.70E-02,0.362328069,14.71
2.25E-02,1.80E-02,0.384786102,14.71
2.23E-02,1.78E-02,0.413496594,14.71
1.80E-02,1.44E-02,0.429450736,14.71
1.77E-02,1.42E-02,0.479628919,14.71
1.51E-02,1.21E-02,0.514141296,14.71
1.45E-02,1.16E-02,0.520859648,14.71
1.38E-02,1.10E-02,0.510139646,14.71
1.05E-03,8.40E-04,0.468664898,14.71
1.05E-02,8.40E-03,0.430418682,14.71
1.83E-02,1.46E-02,0.386839872,14.71
1.92E-02,1.54E-02,0.377136519,14.71
7.99E-03,6.39E-03,0.370473302,14.71
1.31E-02,1.05E-02,0.349272937,14.71
2.66E-03,2.13E-03,0.349328095,14.71
1.07E-03,8.56E-04,0.387008157,14.71
7.73E-05,6.18E-05,0.379137324,14.71
2.47E-03,1.98E-03,0.375605981,14.71
-2.81E-03,-2.25E-03,0.349020042,14.71
-1.52E-03,-1.22E-03,0.348010501,14.71
-6.25E-04,-5.00E-04,0.333716443,14.71
-7.15E-03,-5.72E-03,0.339041653,14.71
0.00E+00,0.00E+00,0.339419925,14.71
1.78E-02,1.42E-02,0.328658671,14.71
1.77E-02,1.42E-02,0.354908026,14.71
1.84E-02,1.47E-02,0.367470139,14.71
2.04E-02,1.63E-02,0.417072225,14.71
1.92E-02,1.54E-02,0.457793485,14.71
1.98E-02,1.58E-02,0.496848648,14.71
1.52E-02,1.22E-02,0.514250872,14.71
1.94E-02,1.55E-02,0.507956023,14.71
2.02E-02,1.62E-02,0.487556615,14.71
2.10E-02,1.68E-02,0.454134124,14.71
2.02E-02,1.62E-02,0.411865865,14.71
3.69E-02,2.95E-02,0.362568946,14.71
2.01E-02,1.61E-02,0.340664661,14.71
4.12E-03,3.30E-03,0.327952945,14.71
9.85E-03,7.88E-03,0.361279881,14.71
2.33E-04,1.86E-04,0.336178404,14.71
0.00E+00,0.00E+00,0.350287501,14.71
1.01E-03,8.08E-04,0.363839583,14.71
0.00E+00,0.00E+00,0.347846121,14.71
4.96E-03,3.97E-03,0.303396519,14.71
1.89E-02,1.51E-02,0.293026997,14.71
1.70E-02,1.36E-02,0.299030521,14.71
1.04E-05,8.32E-06,0.29947031,14.71
1.68E-02,1.34E-02,0.304688311,14.71
1.89E-02,1.51E-02,0.309118086,14.71
2.33E-02,1.86E-02,0.309670133,14.71
2.35E-02,1.88E-02,0.326327628,14.71
2.66E-02,2.13E-02,0.350300463,14.71
1.92E-02,1.54E-02,0.388694998,14.71
2.17E-02,1.74E-02,0.438316236,14.71
2.13E-02,1.70E-02,0.465340936,14.71
2.13E-02,1.70E-02,0.462129019,14.71
2.05E-02,1.64E-02,0.458080399,14.71
2.11E-02,1.69E-02,0.435986784,14.71
2.60E-02,2.08E-02,0.395902657,14.71
3.25E-02,2.60E-02,0.374719768,14.71
2.24E-02,1.79E-02,0.341260803,14.71
1.14E-02,9.12E-03,0.334734916,14.71
1.54E-02,1.23E-02,0.323392438,14.71
1.39E-02,1.11E-02,0.328300477,14.71
1.48E-02,1.18E-02,0.349079682,14.71
1.48E-02,1.18E-02,0.364021874,14.71
1.64E-02,1.31E-02,0.341432304,14.71
1.68E-02,1.34E-02,0.307263713,14.71
3.18E-03,2.54E-03,0.304503427,14.71
4.15E-03,3.32E-03,0.320809509,14.71
1.04E-05,8.32E-06,0.31614739,14.71
2.03E-02,1.62E-02,0.323710529,14.71
2.30E-02,1.84E-02,0.319573865,14.71
2.42E-02,1.94E-02,0.304336292,14.71
3.08E-02,2.46E-02,0.311932054,14.71
3.37E-02,2.70E-02,0.332895268,14.71
2.48E-02,1.98E-02,0.364160596,14.71
2.07E-02,1.66E-02,0.409229042,14.71
2.03E-02,1.62E-02,0.449461918,14.71
1.80E-02,1.44E-02,0.456795014,14.71
2.14E-02,1.71E-02,0.436660427,14.71
2.28E-02,1.82E-02,0.388028295,14.71
1.45E-02,1.16E-02,0.371211958,14.71
3.17E-02,2.54E-02,0.341223542,14.71
3.15E-02,2.52E-02,0.347149703,14.71
1.72E-02,1.38E-02,0.334974787,14.71
1.29E-02,1.03E-02,0.331622067,14.71
5.61E-03,4.49E-03,0.317299885,14.71
9.21E-03,7.37E-03,0.349391191,14.71
1.15E-02,9.20E-03,0.36690018,14.71
1.70E-02,1.36E-02,0.335050728,14.71
1.61E-02,1.29E-02,0.296170154,14.71
1.24E-02,9.92E-03,0.28281813,14.71
1.29E-02,1.03E-02,0.28263577,14.71
1.55E-02,1.24E-02,0.264564298,14.71
1.72E-02,1.38E-02,0.270064973,14.71
2.86E-02,2.29E-02,0.264992613,14.71
3.07E-02,2.46E-02,0.270439601,14.71
3.71E-02,2.97E-02,0.270763791,14.71
2.18E-02,1.74E-02,0.26805661,14.71
1.03E-02,8.24E-03,0.286299537,14.71
1.80E-02,1.44E-02,0.30822791,14.71
1.47E-02,1.18E-02,0.318237624,14.71
1.41E-02,1.13E-02,0.340595351,14.71
1.58E-02,1.26E-02,0.331594304,14.71
1.68E-02,1.34E-02,0.308149372,14.71
2.11E-02,1.69E-02,0.306343237,14.71
2.12E-02,1.70E-02,0.292677586,14.71
1.33E-02,1.06E-02,0.240539851,14.71
0.00E+00,0.00E+00,0.225719454,14.71
9.48E-03,7.58E-03,0.216823298,14.71
4.62E-03,3.70E-03,0.214700473,14.71
9.88E-06,7.90E-06,0.219074068,14.71
1.16E-02,9.28E-03,0.240059241,14.71
1.50E-02,1.20E-02,0.22559126,14.71
1.40E-02,1.12E-02,0.203302604,14.71
1.83E-02,1.46E-02,0.203829575,14.71
1.47E-02,1.18E-02,0.208567021,14.71
5.10E-03,4.08E-03,0.222146517,14.71
1.07E-02,8.56E-03,0.218121529,14.71
2.17E-02,1.74E-02,0.217504504,14.71
2.12E-02,1.70E-02,0.225113515,14.71
1.81E-02,1.45E-02,0.218652069,14.71
1.79E-02,1.43E-02,0.227188412,14.71
2.07E-02,1.66E-02,0.233758116,14.71
1.83E-02,1.46E-02,0.247562186,14.71
1.35E-02,1.08E-02,0.288480087,14.71
1.36E-02,1.09E-02,0.304801657,14.71
1.45E-02,1.16E-02,0.29982225,14.71
1.36E-02,1.09E-02,0.27135154,14.71
1.39E-02,1.11E-02,0.252804353,14.71
1.86E-02,1.49E-02,0.266577019,14.71
1.06E-05,8.48E-06,0.239564726,14.71
0.00E+00,0.00E+00,0.234441931,14.71
0.00E+00,0.00E+00,0.234959595,14.71
0.00E+00,0.00E+00,0.231648409,14.71
0.00E+00,0.00E+00,0.215396254,14.71
0.00E+00,0.00E+00,0.184901424,14.71
2.56E-03,2.05E-03,0.176176202,14.71
1.05E-05,8.40E-06,0.177414501,14.71
1.33E-02,1.06E-02,0.17865975,14.71
2.28E-03,1.82E-03,0.162420533,14.71
7.56E-03,6.05E-03,0.172992188,14.71
9.78E-03,7.82E-03,0.169351232,14.71
2.48E-02,1.98E-02,0.16723658,14.71
2.94E-02,2.35E-02,0.170875849,14.71
2.20E-02,1.76E-02,0.179224715,14.71
2.19E-02,1.75E-02,0.186350046,14.71
2.41E-02,1.93E-02,0.198631717,14.71
1.65E-02,1.32E-02,0.206395987,14.71
1.46E-02,1.17E-02,0.255192742,14.71
1.43E-02,1.14E-02,0.281844991,14.71
1.45E-02,1.16E-02,0.27009004,14.71
1.99E-03,1.59E-03,0.266487106,14.71
1.92E-02,1.54E-02,0.249910384,14.71
2.00E-02,1.60E-02,0.249957293,14.71
1.43E-02,1.14E-02,0.226787234,14.71
1.43E-02,1.14E-02,0.219679839,14.71
0.00E+00,0.00E+00,0.224180935,14.71
1.20E-02,9.60E-03,0.226481619,14.71
1.27E-02,1.02E-02,0.245923238,14.71
1.18E-02,9.44E-03,0.255498671,14.71
6.05E-03,4.84E-03,0.259953215,14.71
0.00E+00,0.00E+00,0.220891244,14.71
0.00E+00,0.00E+00,0.21899176,14.71
0.00E+00,0.00E+00,0.199637497,14.71
1.46E-02,1.17E-02,0.195962793,14.71
1.72E-02,1.38E-02,0.20123088,14.71
3.11E-02,2.49E-02,0.195215093,14.71
3.29E-02,2.63E-02,0.201854594,14.71
1.88E-02,1.50E-02,0.215541022,14.71
2.22E-02,1.78E-02,0.236546496,14.71
1.80E-02,1.44E-02,0.252889866,14.71
1.22E-02,9.76E-03,0.265433349,14.71
1.46E-02,1.17E-02,0.288549145,14.71
1.52E-02,1.22E-02,0.31081663,14.71
1.70E-02,1.36E-02,0.309461814,14.71
4.19E-03,3.35E-03,0.273693008,14.71
2.01E-02,1.61E-02,0.248205114,14.71
4.14E-02,3.31E-02,0.254601989,14.71
1.25E-02,1.00E-02,0.238087052,14.71
8.65E-03,6.92E-03,0.24842599,14.71
1.35E-02,1.08E-02,0.254296451,14.71
1.57E-02,1.26E-02,0.241842262,14.71
1.15E-02,9.20E-03,0.267655824,14.71
1.20E-02,9.60E-03,0.285405896,14.71
3.11E-03,2.49E-03,0.271521081,14.71
-4.39E-03,-3.51E-03,0.271251695,14.71
-1.70E-02,-1.36E-02,0.263474399,14.71
-5.34E-03,-4.27E-03,0.26422268,14.71
-5.42E-03,-4.34E-03,0.274932585,14.71
8.26E-03,6.61E-03,0.285258234,14.71
1.90E-02,1.52E-02,0.291606256,14.71
2.13E-02,1.70E-02,0.293495365,14.71
2.00E-02,1.60E-02,0.272389924,14.71
2.11E-02,1.69E-02,0.260133168,14.71
1.49E-02,1.19E-02,0.275659766,14.71
1.46E-02,1.17E-02,0.280868467,14.71
1.17E-02,9.36E-03,0.31926711,14.71
1.45E-02,1.16E-02,0.316952483,14.71
1.90E-02,1.52E-02,0.312683501,14.71
1.87E-02,1.50E-02,0.278678112,14.71
4.37E-02,3.50E-02,0.258816394,14.71
1.69E-02,1.35E-02,0.282665725,14.71
-1.04E-02,-8.32E-03,0.25869314,14.71
-1.69E-02,-1.35E-02,0.269371292,14.71
-1.41E-02,-1.13E-02,0.261876972,14.71
0.00E+00,0.00E+00,0.267963714,14.71
0.00E+00,0.00E+00,0.262094153,14.71
-1.52E-03,-1.22E-03,0.267486496,14.71
-5.61E-03,-4.49E-03,0.257400176,14.71
-3.08E-03,-2.46E-03,0.24476552,14.71
-4.37E-03,-3.50E-03,0.246149993,14.71
-4.35E-03,-3.48E-03,0.232287062,14.71
-1.68E-02,-1.34E-02,0.2426277,14.71
1.52E-02,1.22E-02,0.252247831,14.71
2.19E-02,1.75E-02,0.247501499,14.71
2.28E-02,1.82E-02,0.243361489,14.71
2.46E-02,1.97E-02,0.233457833,14.71
1.97E-02,1.58E-02,0.2367161,14.71
3.48E-02,2.78E-02,0.271762108,14.71
1.55E-02,1.24E-02,0.33861868,14.71
1.48E-02,1.18E-02,0.359925542,14.71
1.67E-02,1.34E-02,0.367355274,14.71
1.84E-02,1.47E-02,0.343208606,14.71
2.48E-02,1.98E-02,0.334065953,14.71
9.74E-06,7.79E-06,0.305953599,14.71
-1.03E-02,-8.24E-03,0.286881504,14.71
-1.69E-02,-1.35E-02,0.233668085,14.71
-4.37E-03,-3.50E-03,0.224028055,14.71
-4.37E-03,-3.50E-03,0.217335271,14.71
-1.03E-02,-8.24E-03,0.218951493,14.71
-3.10E-03,-2.48E-03,0.245146742,14.71
0.00E+00,0.00E+00,0.251957308,14.71
-1.13E-05,-9.04E-06,0.248897064,14.71
-4.39E-03,-3.51E-03,0.233016289,14.71
-4.39E-03,-3.51E-03,0.222378437,14.71
1.02E-02,8.16E-03,0.217147308,14.71
1.07E-05,8.56E-06,0.225114849,14.71
2.19E-02,1.75E-02,0.227830894,14.71
3.16E-02,2.53E-02,0.221055141,14.71
3.14E-02,2.51E-02,0.224519666,14.71
3.43E-02,2.74E-02,0.220882534,14.71
2.04E-02,1.63E-02,0.225036636,14.71
1.14E-02,9.12E-03,0.259744259,14.71
1.49E-02,1.19E-02,0.271276449,14.71
1.43E-02,1.14E-02,0.279964784,14.71
1.35E-02,1.08E-02,0.297242914,14.71
1.21E-02,9.68E-03,0.29749192,14.71
2.09E-02,1.67E-02,0.289614483,14.71
3.41E-02,2.73E-02,0.267216595,14.71
2.07E-02,1.66E-02,0.273351168,14.71
2.00E-02,1.60E-02,0.241252234,14.71
1.27E-02,1.02E-02,0.241116042,14.71
1.12E-02,8.96E-03,0.248520443,14.71
1.94E-02,1.55E-02,0.24824918,14.71
0.00E+00,0.00E+00,0.2548669,14.71
0.00E+00,0.00E+00,0.272079606,14.71
2.90E-03,2.32E-03,0.271878128,14.71
2.66E-02,2.13E-02,0.234514741,14.71
1.70E-02,1.36E-02,0.232689985,14.71
1.57E-02,1.26E-02,0.223641485,14.71
1.88E-02,1.50E-02,0.233448314,14.71
3.71E-02,2.97E-02,0.2331032,14.71
4.24E-01,3.39E-01,0.236098168,14.71
3.37E-02,2.70E-02,0.234002598,14.71
8.11E-02,6.49E-02,0.228866809,14.71
1.55E-02,1.24E-02,0.226755155,14.71
7.37E-03,5.90E-03,0.245875288,14.71
1.45E-02,1.16E-02,0.300277387,14.71
4.88E-03,3.90E-03,0.344444829,14.71
-8.99E-03,-7.19E-03,0.342197603,14.71
1.48E-02,1.18E-02,0.3363555,14.71
2.11E-02,1.69E-02,0.330254924,14.71
2.85E-02,2.28E-02,0.323051097,14.71
2.59E-02,2.07E-02,0.30681896,14.71
2.07E-02,1.66E-02,0.277377638,14.71
2.22E-02,1.78E-02,0.256964357,14.71
2.11E-02,1.69E-02,0.224148561,14.71
4.04E-02,3.23E-02,0.214780701,14.71
1.67E-02,1.34E-02,0.233323832,14.71
1.78E-02,1.42E-02,0.211917572,14.71
1.97E-02,1.58E-02,0.206353565,14.71
1.77E-02,1.42E-02,0.190909237,14.71
1.58E-02,1.26E-02,0.220258812,14.71
1.44E-02,1.15E-02,0.210566759,14.71
2.13E-02,1.70E-02,0.199033696,14.71
2.37E-02,1.90E-02,0.191733469,14.71
2.72E-02,2.18E-02,0.180287649,14.71
1.83E-02,1.46E-02,0.181719961,14.71
1.78E-02,1.42E-02,0.191813117,14.71
1.95E-02,1.56E-02,0.223082163,14.71
1.69E-02,1.35E-02,0.278228335,14.71
1.25E-02,1.00E-02,0.30053877,14.71
1.14E-02,9.12E-03,0.360432011,14.71
1.30E-02,1.04E-02,0.38107209,14.71
1.85E-02,1.48E-02,0.367235688,14.71
4.16E-02,3.33E-02,0.361906329,14.71
2.08E-02,1.66E-02,0.362163176,14.71
4.64E-02,3.71E-02,0.366051095,14.71
2.03E-02,1.62E-02,0.354433522,14.71
1.18E-02,9.44E-03,0.36453663,14.71
1.48E-02,1.18E-02,0.367426458,14.71
1.21E-02,9.68E-03,0.368302483,14.71
